energy,v1,v2,v3,r01,r02,r03,absorbprob
26677.777777777774,-0.02326895637405632,0.0,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.15372117378485517
30000.0,-0.02326895637405632,0.0,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.11340532418333538
100.0,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.9999197720571702
10066.666666666666,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.9468589264382812
13388.888888888887,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.7178884876792142
16711.111111111113,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.4811939157431593
20033.333333333332,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.31862051484758536
23355.555555555555,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.2169661809258585
26677.777777777774,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.15373498843100986
30000.0,-0.027146230945643023,0.0,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.11341576148344168
100.0,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.9999198574014082
10066.666666666666,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.9468765249609858
13388.888888888887,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.7179287755491265
16711.111111111113,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.48123233777749863
20033.333333333332,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.31865001589338293
23355.555555555555,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.216987794815385
26677.777777777774,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.1537509309255688
30000.0,-0.03102309716145384,0.0,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.11342780648365525
100.0,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.9999199540345075
10066.666666666666,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.9468964669081823
13388.888888888887,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.7179744373400404
16711.111111111113,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.48127588804688015
20033.333333333332,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.3186834555766036
23355.555555555555,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.217012294750892
26677.777777777774,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.15376900234857238
30000.0,-0.03489949670250097,0.0,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.11344146002531963
100.0,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.9999194927444082
10066.666666666666,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.9468014203816932
13388.888888888887,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.7177568933529965
16711.111111111113,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.4810684342932503
20033.333333333332,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.31852417452651627
23355.555555555555,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.21689559972080774
26677.777777777774,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.15368292841452091
30000.0,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.11337642912660206
100.0,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.9999194984526595
10066.666666666666,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.9468025942432265
13388.888888888887,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.7177595787568154
16711.111111111113,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.4810709946719761
20033.333333333332,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.3185261402001076
23355.555555555555,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.21689703978377395
26677.777777777774,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.15368399057619497
30000.0,-0.0038195765991572293,-0.000673494409314101,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.11337723160370106
100.0,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.9999195155754144
10066.666666666666,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.946806115760703
13388.888888888887,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.7177676350169497
16711.111111111113,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.48107867592493525
20033.333333333332,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.31853203733471114
23355.555555555555,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.21690136006509886
26677.777777777774,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.15368717713310986
30000.0,-0.007639095741123853,-0.0013469786873752624,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.11337963909099891
100.0,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.9999195441066767
10066.666666666666,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.946811984732744
13388.888888888887,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.7177810622794274
16711.111111111113,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.4810914784024839
20033.333333333332,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.3185418662718309
23355.555555555555,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.216908560842075
26677.777777777774,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.15369248830095616
30000.0,-0.011458499969573582,-0.0020204427030829472,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.11338365175650844
100.0,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.9999195840364555
10066.666666666666,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.9468202008236923
13388.888888888887,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.7177998607876073
16711.111111111113,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.4811094026885838
20033.333333333332,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.3185556275806909
23355.555555555555,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.2169186425769044
26677.777777777774,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.15369992443925695
30000.0,-0.01527773182990875,-0.0026938763256414214,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.11338926988028208
100.0,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.99991963535077
10066.666666666666,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.9468307635635722
13388.888888888887,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.7178240308821503
16711.111111111113,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.4811324496008559
20033.333333333332,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.31857332205831257
23355.555555555555,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.2169316059167692
26677.777777777774,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.1537094860514271
30000.0,-0.0190967338701246,-0.0033672694247121496,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.11339649385445982
100.0,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.9999196980316551
10066.666666666666,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.9468436723480338
13388.888888888887,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.7178535730009773
16711.111111111113,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.48116062019065386
20033.333333333332,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.3185949507296215
23355.555555555555,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.21694745169393082
26677.777777777774,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.15372117378485517
30000.0,-0.0229154486416735,-0.004040611870566183,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.11340532418333538
100.0,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.9999197720571702
10066.666666666666,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.9468589264382812
13388.888888888887,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.7178884876792142
16711.111111111113,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.4811939157431593
20033.333333333332,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.31862051484758536
23355.555555555555,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.2169661809258585
26677.777777777774,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.15373498843100986
30000.0,-0.026733818700329173,-0.0047138935342365415,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.11341576148344168
100.0,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.9999198574014082
10066.666666666666,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.9468765249609858
13388.888888888887,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.7179287755491265
16711.111111111113,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.48123233777749863
20033.333333333332,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.31865001589338293
23355.555555555555,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.216987794815385
26677.777777777774,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.1537509309255688
30000.0,-0.030551786607050765,-0.0053871042876705785,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.11342780648365525
100.0,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.9999199540345075
10066.666666666666,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.9468964669081823
13388.888888888887,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.7179744373400404
16711.111111111113,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.48127588804688015
20033.333333333332,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.3186834555766036
23355.555555555555,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.217012294750892
26677.777777777774,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.15376900234857238
30000.0,-0.034369294928846945,-0.0060602340038823374,-0.9993908270190958,4.666666666666564e-5,0.0,0.0005,0.11344146002531963
100.0,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.9999194927444082
10066.666666666666,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.9468014203816932
13388.888888888887,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.7177568933529965
16711.111111111113,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.4810684342932503
20033.333333333332,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.31852417452651627
23355.555555555555,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.21689559972080774
26677.777777777774,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.15368292841452091
30000.0,0.0,0.0,-1.0,4.666666666666564e-5,0.0,0.0005,0.11337642912660206
100.0,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.9999194984526595
10066.666666666666,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.9468025942432265
13388.888888888887,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.7177595787568154
16711.111111111113,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.4810709946719761
20033.333333333332,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.3185261402001076
23355.555555555555,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.21689703978377395
26677.777777777774,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.15368399057619497
30000.0,-0.0036445975712277832,-0.0013265250318058083,-0.9999924785916561,4.666666666666564e-5,0.0,0.0005,0.11337723160370106
100.0,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.9999195155754144
10066.666666666666,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.946806115760703
13388.888888888887,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.7177676350169497
16711.111111111113,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.48107867592493525
20033.333333333332,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.31853203733471114
23355.555555555555,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.21690136006509886
26677.777777777774,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.15368717713310986
30000.0,-0.007289140317442402,-0.0026530301089387315,-0.9999699144797676,4.666666666666564e-5,0.0,0.0005,0.11337963909099891
100.0,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.9999195441066767
10066.666666666666,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.946811984732744
13388.888888888887,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.7177810622794274
16711.111111111113,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.4810914784024839
20033.333333333332,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.3185418662718309
23355.555555555555,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.216908560842075
26677.777777777774,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.15369248830095616
30000.0,-0.010933573414455415,-0.003979495277026059,-0.9999323080037622,4.666666666666564e-5,0.0,0.0005,0.11338365175650844
100.0,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.9999195840364555
10066.666666666666,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.9468202008236923
13388.888888888887,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.7177998607876073
16711.111111111113,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.4811094026885838
20033.333333333332,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.3185556275806909
23355.555555555555,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.2169186425769044
26677.777777777774,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.15369992443925695
30000.0,-0.014577842039727808,-0.005305900582295423,-0.9998796597293474,4.666666666666564e-5,0.0,0.0005,0.11338926988028208
100.0,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.99991963535077
10066.666666666666,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.9468307635635722
13388.888888888887,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.7178240308821503
16711.111111111113,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.4811324496008559
20033.333333333332,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.31857332205831257
23355.555555555555,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.2169316059167692
26677.777777777774,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.1537094860514271
30000.0,-0.018221891373194698,-0.006632226071874966,-0.9998119704485015,4.666666666666564e-5,0.0,0.0005,0.11339649385445982
100.0,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.9999196980316551
10066.666666666666,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.9468436723480338
13388.888888888887,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.7178535730009773
16711.111111111113,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.48116062019065386
20033.333333333332,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.3185949507296215
23355.555555555555,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.21694745169393082
26677.777777777774,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.15372117378485517
30000.0,-0.021865666598089955,-0.007958451794093475,-0.9997292411794617,4.666666666666564e-5,0.0,0.0005,0.11340532418333538
100.0,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.9999197720571702
10066.666666666666,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.9468589264382812
13388.888888888887,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.7178884876792142
16711.111111111113,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.4811939157431593
20033.333333333332,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.31862051484758536
23355.555555555555,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.2169661809258585
26677.777777777774,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.15373498843100986
30000.0,-0.02550911290177082,-0.00928455779878053,-0.9996314731667095,4.666666666666564e-5,0.0,0.0005,0.11341576148344168
100.0,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,1.0
3422.2222222222217,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,1.0
6744.444444444443,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.9999198574014082
10066.666666666666,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.9468765249609858
13388.888888888887,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.7179287755491265
16711.111111111113,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.48123233777749863
20033.333333333332,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.31865001589338293
23355.555555555555,-0.029152175476542436,-0.010610524137566588,-0.9995186678809511,4.666666666666564e-5,0.0,0.0005,0.216987794815385
